,sentence,sentiment_values
349,That 's a cheat .,1
350,My Wife Is an Actress is an utterly charming French comedy that feels so American in sensibility and style it 's virtually its own Hollywood remake .,4
351,The strong subject matter continues to shock throughout the film .,2
352,"Johnson has , in his first film , set himself a task he is not nearly up to .",2
353,Well-meant but unoriginal .,1
354,"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",1
355,It all comes down to whether you can tolerate Leon Barlow .,1
356,"Reno does what he can in a thankless situation , the film ricochets from humor to violence and back again , and Ryoko Hirosue makes us wonder if she is always like that .",2
357,"A tone of rueful compassion ... reverberates throughout this film , whose meaning and impact is sadly heightened by current world events .",3
358,"Huppert gives Erika a persona that is so intriguing that you find yourself staring hypnotically at her , trying to understand her and wondering if she 'll crack .",4
359,"If Ayurveda can help us return to a sane regimen of eating , sleeping and stress-reducing contemplation , it is clearly a good thing .",3
360,"The color sense of Stuart Little 2 is its most immediate and most obvious pleasure , but it would count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is .",3
361,A romance ?,2
362,The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',0
363,"Decasia is what has happened already to so many silent movies , newsreels and the like .",2
364,"It 's a setup so easy it borders on facile , but keeping the film from cheap-shot mediocrity is its crack cast .",3
365,"The movie is like a year late for tapping into our reality tv obsession , and even tardier for exploiting the novelty of the `` webcast . ''",1
366,"Like life on the island , the movie grows boring despite the scenery .",0
367,... comes alive only when it switches gears to the sentimental .,1
368,Hollywood 's answer to an air ball .,2
369,"To build a feel-good fantasy around a vain dictator-madman is off-putting , to say the least , not to mention inappropriate and wildly undeserved .",0
370,But they lack their idol 's energy and passion for detail .,1
371,Spy Kids 2 also happens to be that rarity among sequels : It actually improves upon the original hit movie .,4
372,Nettelbeck ... has a pleasing way with a metaphor .,3
373,"It 's all very cute , though not terribly funny if you 're more than six years old .",3
374,Soderbergh skims the fat from the 1972 film .,3
375,"Despite a blue-chip cast and a provocative title , writer-director Peter Mattei 's first feature microwaves dull leftover romantic motifs basted in faux-contemporary gravy .",1
376,The corpse count ultimately overrides what little we learn along the way about vicarious redemption .,1
377,"Affable if not timeless , Like Mike raises some worthwhile themes while delivering a wholesome fantasy for kids .",3
378,"She lists ingredients , but never mixes and stirs .",1
379,"About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",3
380,"Grant gets to display his cadness to perfection , but also to show acting range that may surprise some who thought light-hearted comedy was his forte .",3
381,"Shows that Jackie Chan is getting older , and that 's something I would rather live in denial about",1
382,"Very well made , but does n't generate a lot of tension .",2
383,The story and characters are nowhere near gripping enough .,1
384,We may never think of band camp as a geeky or nerdy thing again .,2
385,What a great shame that such a talented director as Chen Kaige has chosen to make his English-language debut with a film so poorly plotted and scripted .,0
386,"There 's an admirable rigor to Jimmy 's relentless anger , and to the script 's refusal of a happy ending , but as those monologues stretch on and on , you realize there 's no place for this story to go but down .",1
387,"Too often , the viewer is n't reacting to humor so much as they are wincing back in repugnance .",0
388,"The one-liners are snappy , the situations volatile and the comic opportunities richly rewarded .",4
389,"Reign of Fire never comes close to recovering from its demented premise , but it does sustain an enjoyable level of ridiculousness .",1
390,"The film may appear naked in its narrative form ... but it goes deeper than that , to fundamental choices that include the complexity of the Catholic doctrine",3
391,"There 's a neat twist , subtly rendered , that could have wrapped things up at 80 minutes , but Kang tacks on three or four more endings .",2
392,"After that , it just gets stupid and maudlin .",0
393,"Sandra Nettelbeck beautifully orchestrates the transformation of the chilly , neurotic , and self-absorbed Martha as her heart begins to open .",3
394,A little better than Sorcerer 's Stone .,3
395,is that it 's a crime movie made by someone who obviously knows nothing about crime .,0
396,"The movie is brilliant , really .",4
397,"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",3
398,"Patchy combination of soap opera , low-tech magic realism and , at times , ploddingly sociological commentary .",1
399,"Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .",1
400,The film 's stagecrafts are intimate and therefore bolder than the otherwise calculated artifice that defines and overwhelms the film 's production design .,2
401,Remove Spider-Man the movie from its red herring surroundings and it 's apparent that this is one summer film that satisfies .,3
402,"Too much of this well-acted but dangerously slow thriller feels like a preamble to a bigger , more complicated story , one that never materializes .",0
403,"Seen in that light , Moonlight Mile should strike a nerve in many .",3
404,I found the movie as divided against itself as the dysfunctional family it portrays .,1
405,Consider it ` perfection . ',4
406,"Ultimately the project comes across as clinical , detached , uninvolving , possibly prompting audience members to wonder , ` What 's the point ? '",1
